#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       4.687458866399e+03       9.715430386271e-02      -2.564849338029e+00      -6.783459833709e-05       5.848041947628e-02       4.060414521278e-05       1.335944455609e-04       1.586294044929e-04      -3.582063818315e+00       9.708569003657e-04       5.895626151208e-01       5.897352230513e-01      -2.557665764436e+00      -6.419662364704e-05       5.815780701385e-02      -3.582294673323e+00       9.708636758613e-04 
       4.718726005664e+03       9.838790092192e-02      -2.562109303384e+00      -7.122924966983e-05       5.616236783028e-02       3.660644769449e-05       1.307045172534e-04       1.572122303974e-04      -3.612635092106e+00       9.770019681885e-04       5.895337954635e-01       5.896954618886e-01      -2.555078711923e+00      -6.752868937068e-05       5.587889146221e-02      -3.612866158165e+00       9.770086954002e-04 
       4.749993144930e+03       9.962930574586e-02      -2.559228123964e+00      -7.452851562705e-05       5.382598231822e-02       3.277320669272e-05       1.278032675683e-04       1.557813766703e-04      -3.643397283708e+00       9.831458585343e-04       5.895049653311e-01       5.896561015617e-01      -2.552353043368e+00      -7.076935639462e-05       5.358244730324e-02      -3.643628559650e+00       9.831525609806e-04 
       4.774346452173e+03       1.006016199927e-01      -2.556888889485e+00      -7.703048784234e-05       5.199452465982e-02       2.992770384213e-05       1.255369840961e-04       1.546628406311e-04      -3.667489575203e+00       9.879303767202e-04       5.894824974108e-01       5.896257090825e-01      -2.550136567198e+00      -7.322910068674e-05       5.178264375768e-02      -3.667721014389e+00       9.879370847558e-04 
       4.798699759417e+03       1.015786735352e-01      -2.554468513898e+00      -7.947155617789e-05       5.015363603515e-02       2.723477468117e-05       1.232661002329e-04       1.535468237819e-04      -3.691697713663e+00       9.927141581575e-04       5.894600138407e-01       5.895955375814e-01      -2.547840262255e+00      -7.563171193193e-05       4.997387771176e-02      -3.691929316596e+00       9.927209039075e-04 
       4.823053066660e+03       1.025604676042e-01      -2.551969040365e+00      -8.185000539783e-05       4.830405998114e-02       2.473155660155e-05       1.209917983603e-04       1.524408335829e-04      -3.716021709767e+00       9.974971868806e-04       5.894375104666e-01       5.895655774553e-01      -2.545466033386e+00      -7.797650103080e-05       4.815688676073e-02      -3.716253477892e+00       9.975040160193e-04 
       4.847406373904e+03       1.035470034606e-01      -2.549392573126e+00      -8.416374977739e-05       4.644654185371e-02       2.246680691187e-05       1.187154314912e-04       1.513546673924e-04      -3.740461573560e+00       1.002279441488e-03       5.894149830811e-01       5.895358191633e-01      -2.543015807088e+00      -8.026280865103e-05       4.633241148267e-02      -3.740693509648e+00       1.002286418428e-03 
       4.871759681148e+03       1.045382823958e-01      -2.546741291596e+00      -8.641020046887e-05       4.458182972564e-02       2.050339380385e-05       1.164385763914e-04       1.503008973807e-04      -3.765017314298e+00       1.007060893513e-03       5.893924274234e-01       5.895062532255e-01      -2.540491530539e+00      -8.249000542837e-05       4.450119507703e-02      -3.765249422985e+00       1.007068108220e-03 
       4.896112988391e+03       1.055343057327e-01      -2.544017469296e+00      -8.858610591011e-05       4.271067653342e-02       1.892062920564e-05       1.141630980940e-04       1.492953219190e-04      -3.789688940269e+00       1.011841505518e-03       5.893698391744e-01       5.894768702187e-01      -2.537895170634e+00      -8.465749214449e-05       4.266398300230e-02      -3.789921228781e+00       1.011849082231e-03 
       4.920466295635e+03       1.065350748258e-01      -2.541223498233e+00      -9.068737584035e-05       4.083384418214e-02       1.781580394173e-05       1.118912244027e-04       1.483572572229e-04      -3.814476458558e+00       1.016621229071e-03       5.893472139509e-01       5.894476607745e-01      -2.535228713016e+00      -8.676469989607e-05       4.082152261389e-02      -3.814708937668e+00       1.016629337046e-03 
       4.939129891361e+03       1.073052452499e-01      -2.539036387264e+00      -9.224406311284e-05       3.939214039624e-02       1.736395335839e-05       1.101542214963e-04       1.476981793082e-04      -3.833551264314e+00       1.020283617233e-03       5.893298468998e-01       5.894253872497e-01      -2.533139029742e+00      -8.833845989873e-05       3.940643497525e-02      -3.833783899719e+00       1.020292282374e-03 
       4.957793487087e+03       1.080782044027e-01      -2.536810779440e+00      -9.375120059019e-05       3.794791734824e-02       1.731803398594e-05       1.084223017937e-04       1.471035201463e-04      -3.852694141075e+00       1.023945414779e-03       5.893124534778e-01       5.894032060156e-01      -2.531010261451e+00      -8.987626982861e-05       3.798904227206e-02      -3.852926944654e+00       1.023954801402e-03 
       4.976457082814e+03       1.088539529332e-01      -2.534547962907e+00      -9.520564619378e-05       3.650154825475e-02       1.773901716179e-05       1.066970723732e-04       1.465853010423e-04      -3.871905089943e+00       1.027606583858e-03       5.892950316103e-01       5.893811129151e-01      -2.528843322133e+00      -9.137791009183e-05       3.656968237284e-02      -3.872138076970e+00       1.027616892291e-03 
       4.991902752455e+03       1.094980589294e-01      -2.532648130726e+00      -9.636697746334e-05       3.530321328670e-02       1.848419676700e-05       1.052756514156e-04       1.462228373823e-04      -3.887855218551e+00       1.030635999025e-03       5.892805905561e-01       5.893628927445e-01      -2.527021789253e+00      -9.259313950181e-05       3.539379792489e-02      -3.888088371852e+00       1.030647250346e-03 
       5.007348422096e+03       1.101440761844e-01      -2.530724575661e+00      -9.748767481772e-05       3.410390962541e-02       1.962370377055e-05       1.038611958923e-04       1.459273854022e-04      -3.903851969237e+00       1.033664929568e-03       5.892661273496e-01       5.893447277602e-01      -2.525175266452e+00      -9.378334031047e-05       3.421698939519e-02      -3.904085304803e+00       1.033677312714e-03 
       5.022794091738e+03       1.107920050844e-01      -2.528778166665e+00      -9.856551375796e-05       3.290388456908e-02       2.118589067967e-05       1.024549440664e-04       1.457045020638e-04      -3.919895341311e+00       1.036693349438e-03       5.892516407443e-01       5.893266156305e-01      -2.523304279620e+00      -9.494840459637e-05       3.303944849137e-02      -3.920128878242e+00       1.036707078212e-03 
       5.038239761379e+03       1.114418460215e-01      -2.526809818705e+00      -9.959826535208e-05       3.170340134247e-02       2.319243125079e-05       1.010582212410e-04       1.455584221982e-04      -3.935985333661e+00       1.039721232987e-03       5.892371294669e-01       5.893085540299e-01      -2.521409356795e+00      -9.608822945207e-05       3.186136690108e-02      -3.936219094549e+00       1.039736545615e-03 
       5.053685431021e+03       1.120935993937e-01      -2.524820491849e+00      -1.005837942919e-04       3.050274114250e-02       2.565572733308e-05       9.967242316033e-05       1.454915522853e-04      -3.952121944771e+00       1.042748556246e-03       5.892225922160e-01       5.892905406398e-01      -2.519491028055e+00      -9.720271699205e-05       3.068293625482e-02      -3.952355956068e+00       1.042765713657e-03 
       5.069131100662e+03       1.127472656045e-01      -2.522811188181e+00      -1.015201728471e-04       2.930220455116e-02       2.857645440794e-05       9.829899190898e-05       1.455039932634e-04      -3.968305172756e+00       1.045775298354e-03       5.892080276621e-01       5.892725731486e-01      -2.517549825413e+00      -9.829177436366e-05       2.950434808877e-02      -3.968539465098e+00       1.045794581026e-03 
       5.084576770304e+03       1.134028450636e-01      -2.520782946314e+00      -1.024057996216e-04       2.810211193365e-02       3.194161879656e-05       9.693938446255e-05       1.455931654832e-04      -3.984535015424e+00       1.048801443015e-03       5.891934344475e-01       5.892546492506e-01      -2.515586282719e+00      -9.935531374850e-05       2.832579380771e-02      -3.984769623903e+00       1.048823146368e-03 
       5.100617015303e+03       1.140856863985e-01      -2.518657726612e+00      -1.032705542739e-04       2.685665594991e-02       3.587687802750e-05       9.554360839379e-05       1.457611047018e-04      -4.001438958150e+00       1.051943434474e-03       5.891782476524e-01       5.892360790561e-01      -2.513524081809e+00      -1.004326946462e-04       2.710211239653e-02      -4.001673937057e+00       1.051967974026e-03 
       5.116657260302e+03       1.147705920371e-01      -2.516514450177e+00      -1.040786145325e-04       2.561244336078e-02       4.021360321664e-05       9.416581785427e-05       1.459964952567e-04      -4.018393168000e+00       1.055084766437e-03       5.891630268831e-01       5.892175508280e-01      -2.511438967119e+00      -1.014823789463e-04       2.587888771754e-02      -4.018628565482e+00       1.055112472829e-03 
       5.132697505302e+03       1.154575624589e-01      -2.514354341506e+00      -1.048299417632e-04       2.436988734877e-02       4.488838072722e-05       9.280741538588e-05       1.462869200600e-04      -4.035397642105e+00       1.058225443385e-03       5.891477705483e-01       5.891990620043e-01      -2.509331542121e+00      -1.025042855691e-04       2.465633343404e-02      -4.035633511577e+00       1.058256641108e-03 
       5.148737750301e+03       1.161465981509e-01      -2.512178618611e+00      -1.055251708674e-04       2.312940958327e-02       4.982518137613e-05       9.146962494599e-05       1.466175238160e-04      -4.052452377713e+00       1.061365478039e-03       5.891324770466e-01       5.891806100301e-01      -2.507202411932e+00      -1.034983393088e-04       2.343466288135e-02      -4.052688777691e+00       1.061400477142e-03 
       5.164777995300e+03       1.168376996070e-01      -2.509988479045e+00      -1.061655593041e-04       2.189143339565e-02       5.493934888801e-05       9.015344909526e-05       1.469718004848e-04      -4.069557372320e+00       1.064504890460e-03       5.891171447762e-01       5.891621923570e-01      -2.505052183185e+00      -1.044644708368e-04       2.221408902246e-02      -4.069794366126e+00       1.064543979153e-03 
       5.180818240300e+03       1.175308673289e-01      -2.507785087590e+00      -1.067528891557e-04       2.065637692188e-02       6.014207588319e-05       8.885963724076e-05       1.473324729722e-04      -4.086712623777e+00       1.067643706614e-03       5.891017721401e-01       5.891438064417e-01      -2.502881463915e+00      -1.054026166953e-04       2.099482440374e-02      -4.086950279138e+00       1.067687145315e-03 
       5.196858485299e+03       1.182261018255e-01      -2.505569566391e+00      -1.072893385763e-04       1.942464690927e-02       6.534479346426e-05       8.758866701907e-05       1.476823524917e-04      -4.103918130368e+00       1.070781956586e-03       5.890863575545e-01       5.891254497467e-01      -2.500690863428e+00      -1.063127192995e-04       1.977708111087e-02      -4.104156518939e+00       1.070829973748e-03 
       5.216031346828e+03       1.190598261066e-01      -2.502906941093e+00      -1.078672088361e-04       1.795727208538e-02       7.144583217025e-05       8.609971225697e-05       1.480636173108e-04      -4.124549759813e+00       1.074532400709e-03       5.890678753153e-01       5.891035428375e-01      -2.498047213234e+00      -1.073636974057e-04       1.832380747833e-02      -4.124789123502e+00       1.074586142277e-03 
       5.235204208357e+03       1.198965048975e-01      -2.500230246603e+00      -1.083802307879e-04       1.649583577145e-02       7.729548843046e-05       8.464350736306e-05       1.483809063618e-04      -4.145253187700e+00       1.078282138145e-03       5.890493282633e-01       5.890816697410e-01      -2.495377074681e+00      -1.083744581996e-04       1.687336997780e-02      -4.145493638446e+00       1.078341822123e-03 
       5.254377069886e+03       1.207361391108e-01      -2.497541101763e+00      -1.088327391962e-04       1.504092184493e-02       8.278159260183e-05       8.321938685902e-05       1.486126954956e-04      -4.166028413928e+00       1.082031222568e-03       5.890307137996e-01       5.890598261489e-01      -2.492681493970e+00      -1.093449363142e-04       1.542612767727e-02      -4.166270067295e+00       1.082097009782e-03 
       5.273549931415e+03       1.215787296749e-01      -2.494841017360e+00      -1.092288312302e-04       1.359306854776e-02       8.781244318140e-05       8.182624578282e-05       1.487415010374e-04      -4.186875439363e+00       1.085779702899e-03       5.890120293609e-01       5.890380077599e-01      -2.489961518795e+00      -1.102750783219e-04       1.398243831249e-02      -4.187118413479e+00       1.085851701647e-03 
       5.292722792944e+03       1.224242775352e-01      -2.492131404204e+00      -1.095722387775e-04       1.215277076782e-02       9.231645088358e-05       8.046261373858e-05       1.487537937631e-04      -4.207794265731e+00       1.089527621935e-03       5.889932724122e-01       5.890162102778e-01      -2.487218198040e+00      -1.111648427098e-04       1.254265818153e-02      -4.208038680348e+00       1.089605894011e-03 
       5.311895654473e+03       1.232727836528e-01      -2.489413583212e+00      -1.098662682303e-04       1.072048393813e-02       9.624047730563e-05       7.912672816132e-05       1.486396603016e-04      -4.228784895497e+00       1.093275015827e-03       5.889744404401e-01       5.889944294126e-01      -2.484452581477e+00      -1.120141998639e-04       1.110714203984e-02      -4.229030871157e+00       1.093359583059e-03 
       5.331068516002e+03       1.241242490065e-01      -2.486688796355e+00      -1.101137878782e-04       9.296628725191e-03       9.954748755356e-05       7.781660307659e-05       1.483923332164e-04      -4.249847331746e+00       1.097021914167e-03       5.889555309428e-01       5.889726608776e-01      -2.481665719466e+00      -1.128231320332e-04       9.676242995852e-03      -4.250094989080e+00       1.097112764878e-03 
       5.353984838540e+03       1.251458448954e-01      -2.483424498141e+00      -1.103520167789e-04       7.606374807760e-03       1.026585601095e-04       7.628146533918e-05       1.479163365707e-04      -4.275116374810e+00       1.101499768869e-03       5.889328242094e-01       5.889466522746e-01      -2.478308323985e+00      -1.137369641970e-04       7.972512068297e-03      -4.275366199694e+00       1.101598076502e-03 
       5.376901161078e+03       1.261716715557e-01      -2.480153820605e+00      -1.105307560984e-04       5.929344363375e-03       1.048350019306e-04       7.477619401139e-05       1.472410833807e-04      -4.300488013832e+00       1.105976978805e-03       5.889099988862e-01       5.889206478626e-01      -2.474923871813e+00      -1.145930486970e-04       6.276475536557e-03      -4.300740176148e+00       1.106082650683e-03 
       5.399817483616e+03       1.272017307556e-01      -2.476878566248e+00      -1.106528129649e-04       4.266116990654e-03       1.060735905847e-04       7.329681203453e-05       1.463666582671e-04      -4.325962256193e+00       1.110453564471e-03       5.888870506830e-01       5.888946403390e-01      -2.471514156158e+00      -1.153914215497e-04       4.588725835246e-03      -4.326216923365e+00       1.110566480154e-03 
       5.422733806154e+03       1.282360242993e-01      -2.473600460482e+00      -1.107204542661e-04       2.617239398795e-03       1.063833373243e-04       7.183930503900e-05       1.452954909848e-04      -4.351539109641e+00       1.114929538764e-03       5.888639752792e-01       5.888686224055e-01      -2.468080968742e+00      -1.161321426701e-04       2.909851118370e-03      -4.351796446090e+00       1.115049557433e-03 
       5.445650128691e+03       1.292745540287e-01      -2.470321166313e+00      -1.107355161764e-04       9.832319347551e-04       1.057819567863e-04       7.039967937625e-05       1.440316650843e-04      -4.377218582145e+00       1.119404908535e-03       5.888407683121e-01       5.888425867650e-01      -2.464626099092e+00      -1.168152957529e-04       1.240435013822e-03      -4.377478748890e+00       1.119531874830e-03 
       5.468566451229e+03       1.303173218226e-01      -2.467042295934e+00      -1.106994944701e-04      -6.354063970099e-04       1.042932137965e-04       6.897400508776e-05       1.425803994993e-04      -4.403000681766e+00       1.123879675823e-03       5.888174253746e-01       5.888165261234e-01      -2.461151333800e+00      -1.174409881666e-04      -4.189436198888e-04      -4.403263836142e+00       1.124013424430e-03 
       5.491482773767e+03       1.313643295990e-01      -2.463765419964e+00      -1.106136201022e-04      -2.238194060771e-03       1.019449235396e-04       6.755844689976e-05       1.409476589469e-04      -4.428885416572e+00       1.128353838913e-03       5.887939420058e-01       5.887904331842e-01      -2.457658455827e+00      -1.180093508055e-04      -2.067710934285e-03      -4.429151712048e+00       1.128494198112e-03 
       5.519312284907e+03       1.326415164108e-01      -2.459790884148e+00      -1.104437728475e-04      -4.162630296976e-03       9.798141562251e-05       6.584764922550e-05       1.387301467441e-04      -4.460457770934e+00       1.133786429424e-03       5.887652285489e-01       5.887586920644e-01      -2.453394923699e+00      -1.186227083524e-04      -4.054882360706e-03      -4.460728081556e+00       1.133934580467e-03 
       5.547141796047e+03       1.339249626483e-01      -2.455824247948e+00      -1.102034666549e-04      -6.062190570322e-03       9.285246520850e-05       6.413988888642e-05       1.362664725942e-04      -4.492181513380e+00       1.139218109243e-03       5.887362931310e-01       5.887268794838e-01      -2.449110477620e+00      -1.191520695555e-04      -6.024559001809e-03      -4.492456052356e+00       1.139373790824e-03 
       5.574971307187e+03       1.352146719813e-01      -2.451868153269e+00      -1.098940287023e-04      -7.936085757717e-03       8.661665535651e-05       6.242906610867e-05       1.335687892217e-04      -4.524056657570e+00       1.144648862147e-03       5.887071274276e-01       5.886949823673e-01      -2.444808279904e+00      -1.195978069612e-04      -7.975745989887e-03      -4.524335630837e+00       1.144811813311e-03 
       5.602800818327e+03       1.365106481698e-01      -2.447925195745e+00      -1.095166290953e-04      -9.783547436172e-03       7.933282727012e-05       6.070939232526e-05       1.306492225539e-04      -4.556083216711e+00       1.150078669245e-03       5.886777229810e-01       5.886629876272e-01      -2.440491478164e+00      -1.199603427931e-04      -9.907461602674e-03      -4.556366822980e+00       1.150248631576e-03 
       5.630630329467e+03       1.378128950642e-01      -2.443997929413e+00      -1.090723325245e-04      -1.160382627105e-02       7.105932451812e-05       5.897539389516e-05       1.275197296470e-04      -4.588261203484e+00       1.155507509610e-03       5.886480712063e-01       5.886308821680e-01      -2.436163203467e+00      -1.202401484981e-04      -1.181873785879e-02      -4.588549634322e+00       1.155684228764e-03 
       5.658459840607e+03       1.391214166086e-01      -2.440088870145e+00      -1.085621379631e-04      -1.339619089514e-02       6.185345219290e-05       5.722191240425e-05       1.241919981541e-04      -4.620590630013e+00       1.160935360807e-03       5.886181633837e-01       5.885986528773e-01      -2.431826568547e+00      -1.204377442131e-04      -1.370862110355e-02      -4.620884069980e+00       1.161118587529e-03 
       5.686289351747e+03       1.404362168413e-01      -2.436200497683e+00      -1.079870078860e-04      -1.515992727851e-02       5.177114545219e-05       5.544410111754e-05       1.206773863743e-04      -4.653071507822e+00       1.166362199232e-03       5.885879906652e-01       5.885662866296e-01      -2.427484665995e+00      -1.205536982523e-04      -1.557617258476e-02      -4.653370134617e+00       1.166551690010e-03 
       5.723762327607e+03       1.422165473054e-01      -2.431001712984e+00      -1.071116702921e-04      -1.748837955690e-02       3.690612211174e-05       5.300384640169e-05       1.156689856610e-04      -4.697046923432e+00       1.173667899069e-03       5.885469281782e-01       5.885224653106e-01      -2.421635295512e+00      -1.205819460981e-04      -1.805396226158e-02      -4.697352803363e+00       1.173865450616e-03 
       5.761235303466e+03       1.440082796387e-01      -2.425850731342e+00      -1.061226198372e-04      -1.976201195090e-02       2.067875235347e-05       5.050103882077e-05       1.103674765360e-04      -4.741296982085e+00       1.180971656167e-03       5.885053468022e-01       5.884783396791e-01      -2.415789366659e+00      -1.204649285768e-04      -2.048738202278e-02      -4.741610409395e+00       1.181176853766e-03 
       5.798708279326e+03       1.458114245516e-01      -2.420753304816e+00      -1.050221895591e-04      -2.197922920967e-02       3.212009580240e-06       4.792638298745e-05       1.047974849330e-04      -4.785821706488e+00       1.188273406507e-03       5.884632238107e-01       5.884338775036e-01      -2.409954222718e+00      -1.202044355820e-04      -2.287427885224e-02      -4.786142960173e+00       1.188485851414e-03 
       5.836181255185e+03       1.476259930961e-01      -2.415715068095e+00      -1.038127760332e-04      -2.413849394743e-02      -1.537648798023e-05       4.527148985257e-05       9.898244768642e-05      -4.830621117188e+00       1.195573084447e-03       5.884205360485e-01       5.883890464610e-01      -2.404137113914e+00      -1.198024057546e-04      -2.521255720505e-02      -4.830950461602e+00       1.195792393785e-03 
       5.873654231044e+03       1.494519966731e-01      -2.410741534798e+00      -1.024968544609e-04      -2.623832806576e-02      -3.497434500469e-05       4.252883973874e-05       9.294465186401e-05      -4.875695232539e+00       1.202870622870e-03       5.883772599367e-01       5.883438141289e-01      -2.398345190127e+00      -1.192609234169e-04      -2.750018124241e-02      -4.876032917980e+00       1.203096429330e-03 
       5.911127206904e+03       1.512894470411e-01      -2.405838093121e+00      -1.010769855782e-04      -2.827731431823e-02      -5.547420680869e-05       3.969174648783e-05       8.670528247254e-05      -4.921044068671e+00       1.210165953237e-03       5.883333714772e-01       5.882981479786e-01      -2.392585493945e+00      -1.185822154145e-04      -2.973517693647e-02      -4.921390331962e+00       1.210397904695e-03 
       5.969672688991e+03       1.541831080248e-01      -2.398330003702e+00      -9.865694048801e-05      -3.133790922982e-02      -8.906527924067e-05       3.505644743304e-05       7.660133029401e-05      -4.992444231471e+00       1.221559144306e-03       5.882635189521e-01       5.882258559844e-01      -2.383667828008e+00      -1.172528366341e-04      -3.311713846956e-02      -4.992804339766e+00       1.221800026352e-03 
       6.028218171078e+03       1.571047873158e-01      -2.391025185258e+00      -9.600023344279e-05      -3.424184033538e-02      -1.242410986152e-04       3.015769358638e-05       6.612608147018e-05      -5.064515036126e+00       1.232946501559e-03       5.881920168180e-01       5.881523001791e-01      -2.374871520790e+00      -1.156039968243e-04      -3.635903731752e-02      -5.064889489469e+00       1.233195544274e-03 
       6.086763653165e+03       1.600545353439e-01      -2.383942187472e+00      -9.311798224049e-05      -3.698464905378e-02      -1.606601450273e-04       2.498097698738e-05       5.534574229078e-05      -5.137256510979e+00       1.244327743643e-03       5.881187673894e-01       5.880773545426e-01      -2.366221613826e+00      -1.136461511797e-04      -3.945432335396e-02      -5.137645765846e+00       1.244584227791e-03 
       6.145309135252e+03       1.630324049618e-01      -2.377098673783e+00      -9.002184368106e-05      -3.956228489169e-02      -1.980059197653e-04       1.951572662746e-05       4.432125630088e-05      -5.210668670523e+00       1.255702580839e-03       5.880436704718e-01       5.880008920949e-01      -2.357742305235e+00      -1.113904912593e-04      -4.239687422023e-02      -5.211073142692e+00       1.255965834763e-03 
       6.203854617339e+03       1.660384515393e-01      -2.370511380725e+00      -8.672398180848e-05      -4.197111734858e-02      -2.359856395958e-04       1.375502935711e-05       3.310863966446e-05      -5.284751515171e+00       1.267070714657e-03       5.879666233546e-01       5.879227848060e-01      -2.349456894376e+00      -1.088489069411e-04      -4.518101048526e-02      -5.285171582418e+00       1.267340111325e-03 
       6.262400099426e+03       1.690727330590e-01      -2.364196081072e+00      -8.323702999018e-05      -4.420794610863e-02      -2.743290996162e-04       7.695370863707e-06       2.175927500843e-05      -5.359505030997e+00       1.278431837374e-03       5.878875208019e-01       5.878429035107e-01      -2.341387730998e+00      -1.060339474868e-04      -4.780150904280e-02      -5.359941035628e+00       1.278706791619e-03 
       6.337846703238e+03       1.730246983153e-01      -2.356482533043e+00      -7.848576743447e-05      -4.683244529915e-02      -3.238786086299e-04      -5.547262630799e-07       7.007379529100e-06      -5.456827649656e+00       1.293061876613e-03       5.877823769745e-01       5.877371347470e-01      -2.331342430137e+00      -1.020245677116e-04      -5.092955589768e-02      -5.457284644094e+00       1.293343193078e-03 
       6.413293307051e+03       1.770237913780e-01      -2.349274219365e+00      -7.347109996897e-05      -4.916193919111e-02      -3.731391532815e-04      -9.295422602812e-06      -7.803291231999e-06      -5.555263909052e+00       1.307679040265e-03       5.876734035221e-01       5.876279209436e-01      -2.321734738681e+00      -9.761269109145e-05      -5.376900031944e-02      -5.555742341592e+00       1.307965890390e-03 
       6.488739910863e+03       1.810701572169e-01      -2.342597288644e+00      -6.822281433877e-05      -5.119286976723e-02      -4.216824759422e-04      -1.851337606829e-05      -2.259264800770e-05      -5.654813668896e+00       1.322282594623e-03       5.875603563540e-01       5.875149758884e-01      -2.312604739911e+00      -9.282932210462e-05      -5.631220566073e-02      -5.655313928072e+00       1.322574222102e-03 
       6.564186514676e+03       1.851639493347e-01      -2.336474872084e+00      -6.277142391286e-05      -5.292294657704e-02      -4.691317064897e-04      -2.818891124072e-05      -3.729050274901e-05      -5.755476745037e+00       1.336871774811e-03       5.874429841328e-01       5.873980091482e-01      -2.303989349867e+00      -8.770673417318e-05      -5.855292060592e-02      -5.755999164871e+00       1.337167490261e-03 
       6.639633118488e+03       1.893053301736e-01      -2.330927022281e+00      -5.714798839097e-05      -5.435115329205e-02      -5.151592467323e-04      -3.829678729145e-05      -5.183599828292e-05      -5.857252907942e+00       1.351445783118e-03       5.873210281718e-01       5.872767257792e-01      -2.295922201618e+00      -8.227830547233e-05      -6.048629921872e-02      -5.857797772817e+00       1.351744959369e-03 
       6.715079722301e+03       1.934944715366e-01      -2.325970667633e+00      -5.138393194053e-05      -5.547774824475e-02      -5.594846449026e-04      -4.880695680601e-05      -6.617704989701e-05      -5.960141881023e+00       1.366003787391e-03       5.871942223164e-01       5.871508260343e-01      -2.288433542648e+00      -7.657834944654e-05      -6.210891530768e-02      -5.960709430224e+00       1.366305855344e-03 
       6.790526326113e+03       1.977315550254e-01      -2.321619584221e+00      -4.551087068211e-05      -5.630425873245e-02      -6.018720834235e-04      -5.968529879041e-05      -8.026972696246e-05      -6.064143338835e+00       1.380544919531e-03       5.870622928180e-01       5.870200050753e-01      -2.281550148650e+00      -7.064194223680e-05      -6.341877015992e-02      -6.064733770782e+00       1.380849364440e-03 
       6.884875980744e+03       2.030979926086e-01      -2.317045969841e+00      -3.806120419034e-05      -5.691993225153e-02      -6.518589433481e-04      -7.374981580599e-05      -9.748859428409e-05      -6.195767151335e+00       1.398704187222e-03       5.868896685807e-01       5.868490083781e-01      -2.273828955979e+00      -6.293986139254e-05      -6.461595059326e-02      -6.196386422592e+00       1.399010957412e-03 
       6.979225635374e+03       2.085401053148e-01      -2.313449093214e+00      -3.055236004869e-05      -5.707893217087e-02      -6.982089923067e-04      -8.825193080643e-05      -1.142039714993e-04      -6.329129302879e+00       1.416833795391e-03       5.867080230363e-01       5.866692107985e-01      -2.267127939498e+00      -5.499442461222e-05      -6.532523040267e-02      -6.329777602217e+00       1.417142256410e-03 
       7.073575290004e+03       2.140583198223e-01      -2.310835058209e+00      -2.304584436202e-05      -5.679241507096e-02      -7.406824934167e-04      -1.031071575873e-04      -1.303679336945e-04      -6.464228805322e+00       1.434931793244e-03       5.865167687248e-01       5.864799785132e-01      -2.261475775606e+00      -4.687673332910e-05      -6.555204959505e-02      -6.464906265551e+00       1.435241391635e-03 
       7.167924944635e+03       2.196530921231e-01      -2.309202313157e+00      -1.560289966922e-05      -5.607445308776e-02      -7.790768558303e-04      -1.182269847085e-04      -1.459373583709e-04      -6.601064528305e+00       1.452996132792e-03       5.863152980772e-01       5.862806622240e-01      -2.256892256742e+00      -3.865784444361e-05      -6.530521107796e-02      -6.601771233359e+00       1.453306383609e-03 
       7.262274599265e+03       2.253249091589e-01      -2.308541691388e+00      -8.284434552668e-06      -5.494195200437e-02      -8.132059400040e-04      -1.335195883542e-04      -1.608697033582e-04      -6.739635192272e+00       1.471024666113e-03       5.861029829875e-01       5.860705963839e-01      -2.253388333584e+00      -3.040824965931e-05      -6.459678784995e-02      -6.740371183046e+00       1.471335139248e-03 
       7.356624253895e+03       2.310742905566e-01      -2.308836474401e+00      -1.150616059348e-06      -5.341453942014e-02      -8.428966134406e-04      -1.488902796613e-04      -1.751222642977e-04      -6.879939361299e+00       1.489015140310e-03       5.858791743097e-01       5.858490983798e-01      -2.250966219893e+00      -2.219736673795e-05      -6.344200752301e-02      -6.880704640223e+00       1.489325448106e-03 
       7.450973908525e+03       2.369017904392e-01      -2.310062529237e+00       5.739926052277e-06      -5.151441279884e-02      -8.680029949414e-04      -1.642420090914e-04      -1.886549860115e-04      -7.021975435236e+00       1.506965189882e-03       5.856432013567e-01       5.856154677456e-01      -2.249619560839e+00      -1.409304625928e-05      -6.185911409693e-02      -7.022769969815e+00       1.507274978434e-03 
       7.545323563156e+03       2.428079993041e-01      -2.312188562068e+00       1.233105093294e-05      -4.926615083933e-02      -8.884266815672e-04      -1.794761959599e-04      -2.014344818887e-04      -7.165741640885e+00       1.524872328182e-03       5.853943714318e-01       5.853689854333e-01      -2.249333663447e+00      -6.161097178625e-06      -5.986920779828e-02      -7.166565366613e+00       1.525181272927e-03 
       7.657014181017e+03       2.499023408582e-01      -2.315816013236e+00       1.967427238313e-05      -4.619149166073e-02      -9.065015103258e-04      -1.972227814883e-04      -2.155563441213e-04      -7.338164950768e+00       1.546011641470e-03       5.850822066175e-01       5.850595749629e-01      -2.250334662855e+00       2.919220806884e-06      -5.702024088386e-02      -7.339023109398e+00       1.546319205740e-03 
